,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 130C  Sample  2  AB,normalized Abundance: F2: 131  Sample  2  B,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F3: 131  Sample  3  B,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized : F3: 1,P VALUE of : F3: 1,average_normalized_of_CONTROL
164,6761.1,8422.4,4305.0,7504.4,9677.4,4964.8,4776.3,6145.7,3165.7,6646.9,8488.6,4384.6,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5558.6375956247475,5464.660414577065,4776.3,4739.033399013475,4583.271586589501,4086.068559970961,4757.666699506737,0.020285271939982193,4334.670073280231,0.12237915489096264,5511.649005100906
165,9631.0,9786.7,7663.2,11437.6,11738.8,9291.7,8024.3,8110.8,6376.6,10465.6,10554.7,8254.2,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7336.023204938933,6794.742510865932,8024.3,7461.647977360188,8577.66367247697,7692.2015936943635,7742.973988680094,0.22492897749345964,8134.9326330856675,0.2012576363895578,7065.382857902432
166,10444.2,10816.1,7059.3,11711.2,11997.3,7825.2,7888.0,8232.1,5397.8,11875.8,12632.7,8385.2,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7445.73613273386,8132.485406218657,7888.0,8467.076808738544,7223.859333584466,7814.282280953451,8177.538404369272,0.4805351287280091,7519.070807268959,0.6126453053710197,7789.110769476259
167,5821.1,5920.4,3509.9,6374.2,6502.6,3832.6,4390.7,4528.8,2692.3,6028.4,6190.9,3649.3,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,22.0,25.0,26.0,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,High,0.0,4096.190497919742,3985.482430625209,4390.7,4298.062095505097,3538.077401458854,3400.832458126631,4344.3810477525485,0.054988065997006425,3469.4549297927424,0.025627016106494017,4040.8364642724755
168,3004.6,3863.6,3327.0,3303.5,4456.1,3757.8,2432.5,3242.3,2863.2,3561.6,4652.5,4053.8,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2932.58224063884,2995.1149281176863,2432.5,2539.310258003941,3469.025533372145,3777.7915268006846,2485.9051290019706,0.029001010547482258,3623.408530086415,0.13468284721472648,2963.8485843782632
169,4223.8,4098.6,2166.3,4727.2,4657.3,2428.4,3126.7,3028.1,1641.4,4330.0,4172.7,2218.8,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2738.843500872366,2686.2366599799398,3126.7,3087.155609040056,2241.7855141947193,2067.729991530258,3106.927804520028,0.009001831182333567,2154.757752862489,0.07720018830106705,2712.5400804261526
170,11673.1,11682.4,7014.7,13282.0,13535.3,7882.5,10348.0,10580.6,6161.2,14956.5,15078.5,8757.1,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9569.897805663668,9707.00493146105,10348.0,10663.520292519075,7276.7560186294995,8160.860964859212,10505.760146259538,0.07624094808295202,7718.808491744356,0.1370112664287615,9638.451368562359
171,3978.0,3465.2,2928.3,4460.1,3808.9,3420.6,3133.8,2692.0,2374.2,4465.1,3767.0,3203.6,24.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2434.8491477654,2425.061350718823,3133.8,3183.4777159179575,3157.738234991952,2985.478547352773,3158.638857958979,0.017329537070732936,3071.6083911723626,0.0840855558916656,2429.9552492421117
172,3131.6,4408.6,2918.6,3555.7,4930.1,3448.2,2306.3,3474.6,2245.9,3420.4,4941.3,3215.6,23.0,27.0,23.0,23.0,27.0,23.0,23.0,27.0,23.0,23.0,27.0,23.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3142.6919943631724,3181.0341524573723,2306.3,2438.6390404527965,3183.217266531968,2996.6615110711627,2372.4695202263983,0.03841516371637895,3089.9393888015657,0.5800529362420066,3161.8630734102726
173,5302.6,6420.2,4383.5,6141.6,7369.7,5196.8,4406.8,5469.0,3758.3,6357.2,7757.4,5264.8,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4946.578747819084,4993.939719157473,4406.8,4532.48629048255,4797.4431560563,4906.338948714846,4469.643145241275,0.05223990580896571,4851.891052385573,0.24012500196019773,4970.259233488278
174,4371.0,4723.3,3360.8,4932.1,5267.6,3696.5,4106.6,4382.4,3006.8,5680.7,6082.0,4202.1,19.0,18.0,21.0,19.0,18.0,21.0,19.0,18.0,21.0,19.0,18.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3963.7752248020392,3915.376462721498,4106.6,4050.1627871302185,3412.4362350604433,3915.9943200871176,4078.3813935651096,0.06715469850987886,3664.2152775737804,0.470412767566155,3939.5758437617687
175,2815.7,3841.7,2815.6,3366.1,4585.7,3384.1,2557.3,3438.0,2474.3,3634.3,4969.7,3598.5,22.0,24.0,23.0,22.0,24.0,23.0,22.0,24.0,23.0,22.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3109.588176083747,3199.3170678702777,2557.3,2591.1431016014494,3124.043138933598,3353.4912450521147,2574.221550800725,0.02826719637759955,3238.767191992856,0.5951401182830149,3154.4526219770123
176,14814.3,15207.0,11908.6,17873.3,19024.7,14461.4,12807.5,13865.9,10349.2,18093.8,19073.1,14598.8,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,High,High,High,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12541.372510401286,12278.587111334002,12807.5,12900.317819595604,13350.089373651586,13604.820894335642,12853.908909797803,0.15276974140415753,13477.455133993615,0.028214594283258055,12409.979810867644
177,5098.7,6999.5,3806.8,6027.1,8231.0,4515.6,4061.5,5666.6,3046.2,6037.4,8431.5,4538.8,23.0,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5125.303187491611,5427.901454363089,4061.5,4304.478816170539,4168.5911167425775,4229.769643752269,4182.98940808527,0.03327914670696412,4199.180380247423,0.0786086627333732,5276.60232092735
178,6887.3,7206.9,6097.5,7781.0,8101.2,6759.3,6086.1,6454.8,5445.5,8514.4,8798.4,7649.3,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5838.211099181317,5664.098696088265,6086.1,6070.5029370925295,6239.870213348858,7128.487030923202,6078.301468546265,0.1631112910127587,6684.17862213603,0.27345020091851896,5751.154897634791
179,14208.4,16150.8,7677.7,16771.4,19152.1,9360.8,12653.8,14025.3,7245.9,18655.1,20127.1,10125.3,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12685.54597033955,12957.115028418588,12653.8,13300.507298430288,8641.453566658676,9435.905211484278,12977.153649215143,0.7178541531025122,9038.679389071476,0.044959470714084494,12821.33049937907
180,3567.8,3248.3,1679.9,4267.7,3835.8,1974.8,3003.7,2745.2,1428.9,4197.2,3902.7,2027.8,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2482.9672661387726,2512.4202106318958,3003.7,2992.4733307766564,1823.0431697544605,1889.7344856792213,2998.086665388328,0.00811467171678316,1856.3888277168408,0.01379287771640801,2497.693738385334
181,6002.2,7288.4,5892.7,7188.7,8574.0,6999.0,4291.8,5180.6,4276.1,5769.5,7009.6,5565.9,26.0,24.0,31.0,26.0,24.0,31.0,26.0,24.0,31.0,26.0,24.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4685.727895584485,4512.5325309261125,4291.8,4113.474431029239,6461.1500633539945,5186.938146682108,4202.63721551462,0.08590707058244952,5824.044105018051,0.3008460679370496,4599.130213255299
182,2146.3,2366.4,1495.5,2425.9,2643.7,1653.4,1678.0,1811.2,1158.1,2242.6,2400.3,1505.3,17.0,15.0,14.0,17.0,15.0,14.0,17.0,15.0,14.0,17.0,15.0,14.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],1638.1867668769291,1545.2282347041125,1678.0,1598.904196035388,1526.3416937776105,1402.8096071076693,1638.452098017694,0.525524203424681,1464.57565044264,0.25110754911967453,1591.707500790521
183,8317.5,9891.9,7155.6,7860.9,8797.4,6646.7,5842.6,6739.7,5054.2,12219.1,13227.3,10080.1,20.0,19.0,19.0,20.0,19.0,19.0,20.0,19.0,19.0,20.0,19.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6095.896285733457,8515.267853560681,5842.6,8711.839053676986,6135.923149892127,9393.782714811678,7277.219526838493,0.9893478514906067,7764.852932351902,0.8434927133797301,7305.582069647069
184,5416.2,5510.1,3968.3,6131.1,6251.6,4600.5,4096.4,4293.3,3168.3,6071.1,6188.8,4511.3,23.0,22.0,17.0,23.0,22.0,17.0,23.0,22.0,17.0,23.0,22.0,17.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3883.186421285733,3984.130524908058,4096.4,4328.505870217803,4246.966833327626,4204.142018564292,4212.452935108901,0.21448447367738727,4225.554425945958,0.072467260785658,3933.6584730968952
185,4579.0,5274.2,2953.5,5805.1,6510.7,3630.5,4369.9,4980.6,2684.4,6109.8,6843.9,3775.5,19.0,20.0,23.0,19.0,20.0,23.0,19.0,20.0,23.0,19.0,20.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4504.8327137297,4405.86073219659,4369.9,4356.0977690792,3351.5081161604053,3518.4399598983628,4362.9988845396,0.30856350903308266,3434.9740380293842,0.01735357962435815,4455.346722963145
186,237.0,207.4,205.1,269.2,207.8,215.7,180.6,124.0,155.9,254.5,199.6,220.8,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,High,High,High,High,Not Found,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,112.15501274996643,128.49541959210967,180.6,181.45060103942131,199.1241704051231,205.7665324183707,181.02530051971064,0.08445266674684272,202.4453514117469,0.036379195045332664,120.32521617103805
187,6034.5,8683.6,4387.1,7238.0,10390.0,5298.3,4942.4,7103.9,3695.4,7153.4,10269.4,5354.6,25.0,23.0,23.0,25.0,23.0,23.0,25.0,23.0,23.0,25.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6425.306411891021,6611.076462721498,4942.4,5100.152178685251,4891.143217698024,4990.0247938741295,5021.276089342626,0.00722196325855824,4940.584005786077,0.01225180490512411,6518.191437306259
188,48627.3,41802.2,34643.7,59860.1,51655.2,42678.3,48463.6,42093.3,35057.7,67333.4,57911.6,48409.3,21.0,21.0,20.0,21.0,21.0,20.0,21.0,21.0,20.0,21.0,21.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,38072.37579184002,37281.43958542294,48463.6,48006.62436160224,39398.61419471936,45113.28712772026,48235.11218080112,0.005185404210967686,42255.95066121981,0.351212003723991,37676.90768863148
189,8778.1,8605.9,5121.4,9864.1,9795.8,5726.3,6460.9,6484.1,3818.3,8951.6,9086.0,5308.6,16.0,18.0,18.0,16.0,18.0,18.0,16.0,18.0,18.0,16.0,18.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5864.712243323043,5849.245402875293,6460.9,6382.212967640408,5286.252837231602,4947.156766286968,6421.556483820204,0.03742023940642362,5116.704801759285,0.14269655863303343,5856.978823099168
190,3954.3,3428.7,2868.7,4414.5,4150.5,3396.9,3194.7,2984.9,2436.1,4285.0,4024.6,3268.6,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2699.770141591732,2590.8951186894014,3194.7,3055.07200571285,3135.859501386939,3046.0529341607175,3124.886002856425,0.036714866990993966,3090.956217773828,0.026356437292073345,2645.332630140567
191,3757.5,5796.1,4825.0,4336.5,6688.1,5614.4,2838.8,4458.0,3723.9,3720.0,5738.6,4856.2,19.0,20.0,18.0,19.0,20.0,18.0,19.0,20.0,18.0,19.0,20.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4032.153603543148,3694.3076897358746,2838.8,2652.2445417157064,5182.951981096538,4525.559034103676,2745.522270857853,0.0489720921525345,4854.255507600106,0.1556533895739093,3863.230646639511
192,3408.0,3058.9,2808.7,4090.3,3578.2,3331.6,3431.6,2973.3,2711.8,4887.5,4069.1,3897.9,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,High,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2689.278221044155,2619.542644600468,3431.6,3484.6358058159985,3075.577589808568,3632.5061898259382,3458.1179029079995,0.004008450824691136,3354.041889817253,0.2367126999273959,2654.4104328223116
193,2336.2,2433.5,2262.2,2519.7,2680.7,2628.4,1689.3,1779.9,1738.0,2445.9,2482.4,2400.4,21.0,20.0,22.0,21.0,20.0,22.0,21.0,20.0,22.0,21.0,20.0,22.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1609.8766709166553,1598.081310598462,1689.3,1743.850786178077,2426.416177528167,2236.965509135222,1716.5753930890385,0.13807186506188196,2331.6908433316944,0.0813845751379924,1603.9789907575587
194,3233.2,2325.6,1801.1,3814.2,2758.2,2181.0,2523.3,1869.5,1505.1,3474.3,2551.3,2024.9,23.0,20.0,20.0,23.0,20.0,20.0,23.0,20.0,20.0,23.0,20.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1690.9177123875988,1642.4366934135742,2523.3,2477.0680675491612,2013.3973836512448,1887.0319361139439,2500.1840337745807,0.0016297139160943452,1950.2146598825943,0.1056541351912562,1666.6772029005865
195,4792.0,4740.4,3254.1,5889.2,5748.7,3834.3,4062.0,3932.0,2642.8,5070.2,4976.7,3284.4,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3556.3992752650647,3203.8234202607823,4062.0,3614.8952353244554,3539.6467620971885,3060.7771697232643,3838.4476176622275,0.255300236594918,3300.2119659102264,0.8152680050644534,3380.1113477629233
196,3406.7,3664.3,2677.2,3931.6,4211.2,2962.2,3148.2,3366.8,2496.1,4699.7,4960.1,3682.6,15.0,17.0,14.0,15.0,17.0,14.0,15.0,17.0,14.0,15.0,17.0,14.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3045.1894913434435,3193.136927449014,3148.2,3350.740234597125,2734.5647546316904,3431.8651824451626,3249.4701172985624,0.41639876417446076,3083.2149685384265,0.9349554584834132,3119.163209396229
197,3443.6,3973.0,3333.8,4255.2,4746.2,3960.8,2895.4,3301.9,2723.6,3727.3,4126.8,3455.7,26.0,23.0,26.0,26.0,23.0,26.0,26.0,22.0,26.0,26.0,23.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2986.489004831566,2656.6878635907724,2895.4,2657.449215144342,3656.425656655594,3220.413976803277,2776.424607572171,0.8466379058960664,3438.4198167294353,0.1619581909049485,2821.5884342111694
198,11546.0,10811.7,8060.1,13429.3,12854.0,9501.3,9049.2,8735.5,6416.4,12034.1,11521.7,8398.4,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7901.049305462353,7417.262905382816,9049.2,8579.939795554028,8771.156607650422,7826.583541043679,8814.569897777015,0.0756517179792088,8298.87007434705,0.3850970966783144,7659.156105422584
