,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F2: 130C  Sample  2  AB,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F3: 130C  Sample  3  AB,normalized Abundances Count: F1: 128C  Sample  1  C,average_normalized : F,P VALUE of : F,average_normalized ,P VALUE of ,average_normalized_of_CONTROL
164,6761.1,8422.4,4305.0,7504.4,9677.4,4964.8,4776.3,6145.7,3165.7,6646.9,8488.6,4384.6,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,32.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],32.73205038488453,29.89956046168299,25.691415958749122,24.653128317523375,21.60683941726094,32.0,25.17227213813625,0.1123332953265271,26.80341970863047,0.5409373473212893,31.315805423283763
165,9631.0,9786.7,7663.2,11437.6,11738.8,9291.7,8024.3,8110.8,6376.6,10465.6,10554.7,8254.2,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,24.0,28.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],39.70436202472591,39.460005368406925,43.16220276737026,46.138711003047845,43.52218221186661,24.0,44.65045688520905,0.17975948255533755,33.7610911059333,0.6576632124781114,39.58218369656642
166,10444.2,10816.1,7059.3,11711.2,11997.3,7825.2,7888.0,8232.1,5397.8,11875.8,12632.7,8385.2,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,29.0,27.0,23.0,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],40.57869139258222,40.05014427593611,42.4290536780799,38.85668299030855,36.84158252724235,29.0,40.642868334194226,0.8844854750604434,32.920791263621176,0.3092861617479597,40.31441783425917
167,5821.1,5920.4,3509.9,6374.2,6502.6,3832.6,4390.7,4528.8,2692.3,6028.4,6190.9,3649.3,23.0,25.0,26.0,23.0,25.0,26.0,23.0,25.0,26.0,22.0,25.0,26.0,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,High,0.0,21.9938651737812,22.03314991276339,23.61729791890789,19.031094825519673,18.37574431029208,23.0,21.324196372213784,0.8141020320369102,20.68787215514604,0.6685835557254436,22.013507543272294
168,3004.6,3863.6,3327.0,3303.5,4456.1,3757.8,2432.5,3242.3,2863.2,3561.6,4652.5,4053.8,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,14.0,16.0,13.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15.071950081642175,15.774174607435244,13.084263827577253,18.659669189411325,19.54218738967733,14.0,15.871966508494289,0.8985243499231307,16.771093694838665,0.7117484627791046,15.42306234453871
169,4223.8,4098.6,2166.3,4727.2,4657.3,2428.4,3126.7,3028.1,1641.4,4330.0,4172.7,2218.8,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],15.752472591555867,14.732066165615352,16.8183217717105,12.058422656758331,11.203040787027232,21.0,14.438372214234416,0.7932714883237395,16.101520393513617,0.8895720532319149,15.24226937858561
170,11673.1,11682.4,7014.7,13282.0,13535.3,7882.5,10348.0,10580.6,6161.2,14956.5,15078.5,8757.1,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,24.0,27.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,45.78069745742943,51.47587572137968,55.6612382683533,39.141210917434336,42.0520134623079,24.0,47.40122459289382,0.9076887539378726,33.02600673115395,0.3156968623513466,48.62828658940455
171,3978.0,3465.2,2928.3,4460.1,3808.9,3420.6,3133.8,2692.0,2374.2,4465.1,3767.0,3203.6,24.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,24.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12.882913459295544,13.09689974500067,16.856512223170235,16.985274476901477,16.20461766574878,24.0,16.920893350035854,0.002818842613910517,20.102308832874392,0.3189652036907607,12.989906602148107
172,3131.6,4408.6,2918.6,3555.7,4930.1,3448.2,2306.3,3474.6,2245.9,3420.4,4941.3,3215.6,23.0,27.0,23.0,23.0,27.0,23.0,23.0,27.0,23.0,23.0,27.0,23.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],16.675169115931887,16.90434169910079,12.405442000222578,17.122324577925415,15.328932194214977,23.0,14.763883289073997,0.548024785241112,19.16446609710749,0.6470552915208889,16.78975540751634
173,5302.6,6420.2,4383.5,6141.6,7369.7,5196.8,4406.8,5469.0,3758.3,6357.2,7757.4,5264.8,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,25.0,22.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,24.926673664567296,26.607334585961613,23.703898801795454,25.80514365946372,25.65150980253713,25.0,24.754521230629585,0.5334873951883148,25.325754901268567,0.6944654968660834,25.767004125264457
174,4371.0,4723.3,3360.8,4932.1,5267.6,3696.5,4106.6,4382.4,3006.8,5680.7,6082.0,4202.1,19.0,18.0,21.0,19.0,18.0,21.0,19.0,18.0,21.0,19.0,18.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,17.816701656169815,21.320896523956513,22.089141966836074,18.35527892880381,20.522299889383138,19.0,20.22221044781994,0.8224952544329218,19.761149944691567,0.9325412821764739,19.568799090063166
175,2815.7,3841.7,2815.6,3366.1,4585.7,3384.1,2557.3,3438.0,2474.3,3634.3,4969.7,3598.5,22.0,24.0,23.0,22.0,24.0,23.0,22.0,24.0,23.0,22.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,15.510298577093538,16.726278351899072,13.75555514337649,16.80403068388069,16.88782979124009,22.0,15.27979291362859,0.6820933626112198,19.443914895620047,0.40917611713143454,16.118288464496306
176,14814.3,15207.0,11908.6,17873.3,19024.7,14461.4,12807.5,13865.9,10349.2,18093.8,19073.1,14598.8,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,High,High,High,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,64.34759738745043,67.45925043618305,68.89073339021405,71.80928735317283,70.6363529384076,22.0,70.35001037169344,0.17298704208690666,46.3181764692038,0.5681157416026648,65.90342391181674
177,5098.7,6999.5,3806.8,6027.1,8231.0,4515.6,4061.5,5666.6,3046.2,6037.4,8431.5,4538.8,23.0,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,27.839864707254492,27.568682056099853,21.846551916014395,22.42258826752509,20.791216550165927,23.0,22.134570091769742,0.012396353201139854,21.895608275082964,0.11524716570700444,27.704273381677172
178,6887.3,7206.9,6097.5,7781.0,8101.2,6759.3,6086.1,6454.8,5445.5,8514.4,8798.4,7649.3,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,27.400839748075576,31.40336867534559,32.73674741254591,33.563867675764534,37.16714914448446,24.0,33.150307544155226,0.30258757484813276,30.58357457224223,0.8882917234208428,29.402104211710583
179,14208.4,16150.8,7677.7,16771.4,19152.1,9360.8,12653.8,14025.3,7245.9,18655.1,20127.1,10125.3,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,64.77850478189876,68.23475036907797,68.06399080016323,46.48183281394473,49.45541198898539,24.0,57.27291180705397,0.5477517996679897,36.727705994492695,0.2521006730210514,66.50662757548837
180,3567.8,3248.3,1679.9,4267.7,3835.8,1974.8,3003.7,2745.2,1428.9,4197.2,3902.7,2027.8,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,21.0,17.0,21.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12.973897830650806,13.355724063884042,16.156712542196832,9.80603403993014,9.75266539574949,21.0,12.981373291063486,0.9632786386393208,15.376332697874744,0.7614807170398759,13.164810947267423
181,6002.2,7288.4,5892.7,7188.7,8574.0,6999.0,4291.8,5180.6,4276.1,5769.5,7009.6,5565.9,26.0,24.0,31.0,26.0,24.0,31.0,26.0,24.0,31.0,26.0,24.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,29.0,25.204234330962286,23.085321066884298,34.754118009657205,29.185648050083557,26.0,28.91971953827075,0.8097877458990203,27.59282402504178,0.861797639391416,27.102117165481143
182,2146.3,2366.4,1495.5,2425.9,2643.7,1653.4,1678.0,1811.2,1158.1,2242.6,2400.3,1505.3,17.0,15.0,14.0,17.0,15.0,14.0,17.0,15.0,14.0,17.0,15.0,14.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],8.941835782598552,8.811703127097033,9.025855992877545,8.210095544673129,7.904375250064723,17.0,8.617975768775338,0.639523532068986,12.452187625032362,0.5758339925819511,8.876769454847793
183,8317.5,9891.9,7155.6,7860.9,8797.4,6646.7,5842.6,6739.7,5054.2,12219.1,13227.3,10080.1,20.0,19.0,19.0,20.0,19.0,19.0,20.0,19.0,19.0,20.0,19.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,29.755609983671565,32.789441014628906,31.426976295581856,33.00474298825383,34.49641083574573,20.0,32.215859641917845,0.6518789405214195,27.248205417872864,0.6771221341978086,31.272525499150234
184,5416.2,5510.1,3968.3,6131.1,6251.6,4600.5,4096.4,4293.3,3168.3,6071.1,6188.8,4511.3,23.0,22.0,17.0,23.0,22.0,17.0,23.0,22.0,17.0,23.0,22.0,17.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],21.144903195707954,20.887414441014627,22.034276811217865,22.844166295674807,21.624585186754224,23.0,22.439221553446338,0.15062639127265634,22.312292593377112,0.3024753809730427,21.01615881836129
185,4579.0,5274.2,2953.5,5805.1,6510.7,3630.5,4369.9,4980.6,2684.4,6109.8,6843.9,3775.5,19.0,20.0,23.0,19.0,20.0,23.0,19.0,20.0,23.0,19.0,20.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,22.021261954746908,24.231210575761644,23.50541603294135,18.027550426355262,18.321824472216342,19.0,20.76648322964831,0.5429277689116015,18.66091223610817,0.13008855249056228,23.126236265254278
186,237.0,207.4,205.1,269.2,207.8,215.7,180.6,124.0,155.9,254.5,199.6,220.8,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,High,High,High,High,Not Found,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,0.7028458129227899,0.6032747282243994,0.9714359906517788,1.0710763330022945,1.0640636400009416,5.0,1.0212561618270366,0.03469828948412754,3.032031820000471,0.4398903732266199,0.6530602705735946
187,6034.5,8683.6,4387.1,7238.0,10390.0,5298.3,4942.4,7103.9,3695.4,7153.4,10269.4,5354.6,25.0,23.0,23.0,25.0,23.0,23.0,25.0,23.0,23.0,25.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,35.14229064613949,34.56131727284928,26.584857365433837,26.30915037156262,25.22219868671892,25.0,26.44700386849823,0.006890339323972073,25.11109934335946,0.008211437802499081,34.85180395949439
188,48627.3,41802.2,34643.7,59860.1,51655.2,42678.3,48463.6,42093.3,35057.7,67333.4,57911.6,48409.3,21.0,21.0,20.0,21.0,21.0,20.0,21.0,21.0,20.0,21.0,21.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,174.7143456962911,204.78890417393637,260.6826427273065,211.92265675833022,239.27917814022453,21.0,236.30264974281835,0.2695949871174682,130.13958907011227,0.6815806750591071,189.75162493511374
189,8778.1,8605.9,5121.4,9864.1,9795.8,5726.3,6460.9,6484.1,3818.3,8951.6,9086.0,5308.6,16.0,18.0,18.0,16.0,18.0,18.0,16.0,18.0,18.0,16.0,18.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,33.132516911593186,31.545916655482486,34.752772934673736,28.43442005410774,26.061027560074375,16.0,31.593596494390738,0.853424029246264,21.03051378003719,0.2598859230658406,32.339216783537836
190,3954.3,3428.7,2868.7,4414.5,4150.5,3396.9,3194.7,2984.9,2436.1,4285.0,4024.6,3268.6,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14.038313505948215,14.521893034492015,17.18408947583188,16.867590151022227,16.627103485608043,24.0,17.025839813427055,0.01723723663219402,20.313551742804023,0.3482275360490482,14.280103270220115
191,3757.5,5796.1,4825.0,4336.5,6688.1,5614.4,2838.8,4458.0,3723.9,3720.0,5738.6,4856.2,19.0,20.0,18.0,19.0,20.0,18.0,19.0,20.0,18.0,19.0,20.0,18.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,22.621285281082343,21.68869950342236,15.26972585970249,27.878771274956335,25.41671962154911,19.0,21.574248567329413,0.9415577957235769,22.208359810774553,0.9894387018079129,22.154992392252353
192,3408.0,3058.9,2808.7,4090.3,3578.2,3331.6,3431.6,2973.3,2711.8,4887.5,4069.1,3897.9,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,High,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,12.102612549568462,14.465457656690377,18.45835960974886,16.543337556932983,18.508837581491683,5.0,17.50084858334092,0.11428207415744357,11.754418790745842,0.858631457780636,13.284035103129419
193,2336.2,2433.5,2262.2,2519.7,2680.7,2628.4,1689.3,1779.9,1738.0,2445.9,2482.4,2400.4,21.0,20.0,22.0,21.0,20.0,22.0,21.0,20.0,22.0,21.0,20.0,22.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9.066981572195008,8.659424909408132,9.086637979003598,13.051539330844836,11.862364376662196,21.0,11.069088654924217,0.4647452860077834,16.4311821883311,0.3453307478911625,8.863203240801571
194,3233.2,2325.6,1801.1,3814.2,2758.2,2181.0,2523.3,1869.5,1505.1,3474.3,2551.3,2024.9,23.0,20.0,20.0,23.0,20.0,20.0,23.0,20.0,20.0,23.0,20.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9.329111266620014,9.095339551738022,13.572671291315801,10.829937330913326,10.27275294782179,23.0,12.201304311114564,0.27187751040726954,16.636376473910893,0.4510811474116329,9.212225409179018
195,4792.0,4740.4,3254.1,5889.2,5748.7,3834.3,4062.0,3932.0,2642.8,5070.2,4976.7,3284.4,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,25.0,22.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,19.443935152787496,19.129647027244665,21.84924138442705,19.03953631724941,18.037892160323853,25.0,20.44438885083823,0.56045930579108,21.518946080161925,0.6369517095310129,19.28679109001608
196,3406.7,3664.3,2677.2,3931.6,4211.2,2962.2,3148.2,3366.8,2496.1,4699.7,4960.1,3682.6,15.0,17.0,14.0,15.0,17.0,14.0,15.0,17.0,14.0,15.0,17.0,14.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14.243620247259155,16.379881895047646,16.93396891345476,14.70905105989521,17.036621243145287,15.0,15.821509986674984,0.7724565753266716,16.018310621572645,0.6794260525295408,15.3117510711534
197,3443.6,3973.0,3333.8,4255.2,4746.2,3960.8,2895.4,3301.9,2723.6,3727.3,4126.8,3455.7,26.0,23.0,26.0,26.0,23.0,26.0,26.0,22.0,26.0,26.0,23.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16.05316071845113,16.064135686485034,15.574173684015284,19.667682613609124,18.58937607380734,26.0,17.620928148812204,0.5849512038333285,22.294688036903672,0.3413085155288571,16.058648202468085
198,11546.0,10811.7,8060.1,13429.3,12854.0,9501.3,9049.2,8735.5,6416.4,12034.1,11521.7,8398.4,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,22.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,43.4763237695358,42.49924506777614,48.67507511963498,47.1794972774905,43.793828991032974,23.0,47.92728619856274,0.042932869322058635,33.396914495516484,0.5254655959326149,42.98778441865597
